"events are subject to change  all times provisional and in gmt the inclusion of diary items does not necessarily mean that reuters will file a story based on the event  indicates new item events are in lisbon unless otherwise indicated general  economic events date gmt event  january 5  government meets in its weekly cabinet meeting followed by press conference 6  prime minister pedro passos coelho takes part in parliament debate  national statistics institute publishes business and consumer confidence indicators for december 9  national statistics institute releases sept  nov trade balance 10  bank of portugal publishes winter economic bulletin 11  national statistics institute publishes consumer price index for december 18  energy and infrastructure conference hosted by diario economico at pestana hotel 30  national statistics institute releases business and consumer confidence indices for january february 9  national statistics institute releases octdec trade balance 10  national statistics institute releases consumer price index for january  equities january 4  portugal telecom ptcls to pay a 0215 euro dividend per share for 2011 10  jeronimo martins jmtls retailer releases preliminary sales for 2011 february 1  millennium bcp bcpls releases 2011 earnings  government debt january 4  igcp debt agency offers between 750 million euros and 1 billion euros in 3month tbills 18  igcp debt agency offers between 15 billion euros and 175 billion euros total in 3month and 6month tbills february 1  igcp debt agency offers between 750 million euros and 1 billion euros in 3month tbills 15  igcp debt agency offers between 15 billion euros and 175 billion euros total in 3month and 6month tbills lisbon bureau 351213150035 lisbonnewsroomthomsonreuterscom351213509209reuters messaging andreikhalipthomsonreuterscomreutersnet keywords diary portugal",-1
"new york jan 3 reuters  us 30year treasury bonds briefly traded over two points lower in price on tuesday as investors cashed in on gains made at the end of 2011 after briefly trading over two points lower 30year bonds us30ytrr settled back to trade 12932 lower to yield 298 percent from 289 percent late friday while benchmark 10year treasury notes us10ytrr were trading 2132 lower to yield 195 percent up from 187 percent late friday us markets were closed monday for the new years day holiday reporting by chris reese editing by james dalgleish chrisreesethomsonreuterscom1 646 223 6073chrisreesereuterscomreutersnet keywords markets bonds",-1
"the author is a reuters breakingviews columnist the opinions expressed are his own by martin hutchinson new york jan 3 reuters breakingviews  ron paul wont win the presidency but his ideas could win over the republican party a strong showing in tuesdays iowa caucuses  and maybe even beyond  would help him extend his influence on policy pauls hardmoney and economic ideas could stick his isolationism revives an old gop tradition and his libertarian social views are attracting young and minority voters recent polling puts paul near the top in iowa his support nationwide however is much lower than rivals mitt romney and newt gingrich and the texas republican generates intense opposition among the party establishment that seriously hurts his chances of winning the nomination to challenge president barack obama this year still pauls substantial and committed support has helped him punch above his weight his sharp criticism of the federal reserves loose money policies and the 2008 bank bailouts have elicited support from most of his republican rivals even romney has said he would replace fed chairman ben bernanke when his term expires in january 2014 pauls rootandbranch approach to cutting public spending has also swayed the debate if not the likely reality in the realm of foreign policy pauls isolationist ideals avoiding both military intervention and entanglement in international institutions draw on a republican tradition from president calvin coolidge and 1940s senator robert taft that died during the cold war perhaps related is that paul leads other candidates in donations from military personnel his approach to social issues including wanting to end the war on drugs and to treat the issue as a medical problem instead of as a crime may alienate many party stalwarts but nevertheless may have helped him to build wider appeal whether because of his economic international or social stances or some combination thereof american idol winner kelly clarkson recently tweeted her support for paul one cnn poll also found paul ahead of obama among minority groups if the republicans fail to unseat the incumbent in 2012 theyll probably need to broaden their support base among independents and democrats some of pauls thinking already has grown on the party his influence in the years to come may increase  sign up for breakingviews email alerts wwwbreakingviewscomtopnewssubscription  context news  republican presidential candidate ron paul a longtime congressman from texas was running second in the realclearpolitics average of iowa caucus polls on dec 29 with 208 percent support just behind mitt romney and ahead of newt gingrich in national polling ron paul was running third with 122 percent less than half the support of gingrich or romney  in a cnn poll from middecember paul polled 25 percent of nonwhite voters in a hypothetical matchup against president barack obama compared with 20 percent for romney 17 percent for rick perry and 15 percent for gingrich  reuters tight race in iowa kicks off 2012 us campaign idnl1e8c3069 factbox presidential candidate ron paul idnl1e8c1066  for previous columns by the author reuters customers can click on hutch editing by jeffrey goldfarb and martin langfield martinhutchinsonthomsonreuterscom keywords breakingviews politicspaul",-1
"for expanded multimedia reuters top news visit  eikon top news tab  3000 xtra visit  thomson one visit topnewsthomsononecomtopnews  reutersstation view story 134  top stories  temasek sets up new unit to invest in north asia nl3e8c32yu  taiwan hua nan seeks stake in china bank  source nl3e8c32op  economic data gives fragile boost to stocks euro nl6e8c30jo  aussie retailers say postxmas sales up slightly nl3e8c20se  sinopec to buy us shale assets for 22 bln nl3e8c36la  global carmakers go greener at india auto show nl3e7nk503  indias reliance gets content with tv18 investmentnl3e8c324y  hyundai kia see slower sales growth in 2012 nl3e7nt31y  reliance power shell in talks on lng terminal nl3e8c353s  india lets foreign individuals invest in stocks nl3e8c103g  for latest top breaking news across all markets news  top news summaries on other subjects front page topnews global economy topmacro political  general news topg foreign exchange topfrx central banks topcen government debt topdbt emerging markets topemrg financial services topfin investment banking topdeals investment mgmt topfund wealth mgmtnamericatopwealth ifr markets topnow2 corporate credit topcredit us companies topequ european companies topeqe asian companies topeqa commodities  energy topce energy topo metals topmtl agricultural commods topgro north american power topeln european power  gas topele basic industries topbasic tech media telecomstoptmt consumer goods topretail healthcare tophealth lifestyle  ent toplife sport topspo regional top news pages greater china topcn japan topjp deutschland topde britain  ireland topgb france topfra canada topcan latin america toplatam middle east topmeast africa topza top news directory top breakingviews breakingviews topcom breakingviews amerstopcomem breakingviews emea topcomem breakingviews asia topcomas  major stock market reports new york n weekly outlook new york no paneurope eu weekly outlook europe euo london l weekly outlook london lo tokyo t daily outlook asiastxnewsas  asia stock markets panasia stxnewsas bangkok bk karachi ka seast asia so bombay bo kuala lumpur kl sydneynz ax china ss seoul ks taipei tw hong kong hk singapore si tokyo t  access to some items may depend on subscription level  uptotheminute headlines company results res economic indicators eci mergers  acquisitions mrg interest rates int live prices  data world stocks 0index currency rates efxnfx dow jonesnasdaq djiixic nikkei n225 ftse 100 ftse debt 0usbmkeuribor how to find information you need reuters news phonehelp equity bonds money commodity energy  page editor david holmes emea equities desk",-1
"stocks news reuters results diary stocks on the move hotrtrs realtime equity news e zaequity 1437gmt 03jan11  foreigners turn net safrica sellers in 2011  overseas investors turned net sellers of south african equities in 2011 the first time in three years data from the johannesburg stock exchange shows foreigners sold a net 172 billion rand 213 billion worth of shares during the year as a 20 percent decline in the rand currency zard3 shredded confidence in local equities bonds fared better with foreigners snapping up a net 492 billion rand of local debt through the year the data shows for the last week of the year foreigners bought a net 13 billion rand in stocks  not enough to keep the benchmark top40 jtopi out of negative territory for the year overseas investors have not been net sellers of local equities on an annual basis since 2008 when the global financial crisis triggered a massive exodus from riskier assets reuters messaging daviddolanthomsonreuterscomreutersnet 0745gmt 03jan11  platinum miners up after woeful 2011  shares of platinum miners lonmin plc lonjj and impala platinum impjj rise in the first trading day of 2012 as the new year brings renewed appetite for riskier assets in most markets the two platinum miners were the worst performing blue chips in johannesburg in 2011 hit by a drop in the price of the precious metal lonmin the worlds thirdlargest platinum producer fell 40 percent last year while bigger rival impala slid about 28 percent johannesburgtraded shares of lonmin are up 24 percent at 12498 rand while implats is up 18 percent at 17028 rand spot platinum xpt is up just over 1 percent reuters messaging daviddolanthomsonreuterscomreutersnet 1  80734 south african rand keywords markets africa stocksnews",-1
"regulators around the world are revising rules governing the financial industry in the wake of the global crisis new regulations will affect banking insurance exchanges derivatives rating agencies auditors and asset management companies regulators have also stepped up enforcement to read the latest reuters coverage of financial regulation and analyses doubleclick inside the square brackets  latest stories  indian banks look to comply to basel iii guidelines idnl3e8c2022  new regulations to lay etf fears to restlyxor idnl6e7nj2e0  sec chided again by judge in citigroup fraud case idnl1e7nt8d9  bank regulators keen to strip out own debt swings idnl6e7nl4hg  us treasury to charge banks for risk monitoring idnl1e7nt86g  csuisse fined in us over short sales handling idnl6e7ns135  us regulators extend volcker rule comment period idnl1e7nnzqp  highfrequency oil trader fined for runaway trades idnn1e7bm066  canada to rethink federal regulator plan idnl1e7nm1z4  fed proposes rules to tame wall street risktaking idnl1e7nk9do commentaryanalysis  main street bonuses may again outdo wall street idnn1e7bq05h  secs ballplayer cases no substitute for home runs idnn1e7a61hh  ecb cash funding to give indirect boost via banks idnl6e7nm1ow factboxes  upcoming us financial regulation events deadlines idnn1e76h0va  eus bulging financial regulation intray idnl5e7lp1ij  state of global bank regulation idnl1e7nk3oi  for more news banking industry bnk finance sector fin insurance industry ins exchanges exca hedge funds hedge funds fund regulatory issues regs disclosures to regulators reg credit markets cdm credit default swaps cdv derivatives drv  page editor huw jones 44 207 542 3326  keywords regulation",-1
"adds norway poland brussels jan 3 reuters  european leaders said on dec 9 they could boost the crisisfighting resources of the international monetary fund by up to 200 billion euros 260 billion as one of the ways to convince markets that money invested in euro zone debt was safe the 17 countries of the euro zone will come up with 150 billion euros while noneuro zone countries from the european union could provide up to 50 billion the leaders said they expected noneuropean countries to contribute too mexico which now chairs the group of 20 heavyweight economies sees broad consensus among its member countries for an increase in imf resources in the first months of 2012 below are pledges made by various countries on the imf resource boost since dec 9 euro zone germany the bundesbank will provide bilateral loans of up to 45 billion euros to the imf if other eu and noneu countries also provide additional funds estonia estonian prime minister andrus ansip is in favour of joining other euro zone countries in contributing bilateral loans to the imf but needs to agree the technical details the governments communication office said belgium belgium would lend around 95 billion euros to the imf belgian central bank governor luc coene said the netherlands the netherlands via its central bank would lend a maximum of 17 billion euros to the imf noneuro zone eu poland poland will lend 63 billion euros to the imf britain downing street said it did not expect britain to commit more than an additional 10 billion pounds 155 billion to the imf sweden the swedish central bank said it was ready to lend up to 100 billion swedish crowns 143 billion to the imf to help it support the euro zone lithuania lithuania said it would not contribute because it cannot afford to latvia the baltic state is just about to exit a bailout programme led by the international monetary fund and european union latvian prime minister valdis dombrovskis has said his country will not contribute any funds to the imf boost czech republic the czech republic could contribute about 35 billion euros world united states the united states has been wary of additional resources for the international monetary fund to help europe japan japanese finance minister jun azumi expressed caution about any potential contribution by japan to a rescue fund through the imf saying japan would cooperate where it can but only after europe comes up with a thorough scheme and resources needed to build a fire wall and prevent contagion of the debt crisis canada canadas finance minister jim flaherty said on dec 22 he would support the idea of more money for the imf if all the group of 20 nations agreed to pay in more russia russia is committed to giving at least 10 billion through the international monetary fund to support europes efforts to stave off financial crisis a russian presidential aide said norway norwegian prime minister jens stoltenberg said his country was ready to lend up to 6 billion special drawing rights an internal imf unit of account equal to 7 billion euros to the imf 1  06461 british pounds 1  0769 euros 1  6976 swedish crowns additional reporting by patrick lannin in stockholm reporting by jan strupczewski janstrupczewskithomsonreuterscom32 2 287 68 37reuters messaging janstrupczewskireuterscomreutersnet keywords imf loans",-1
"adds cash prices updates throughout  cold on tap early this week in northeast  cash prices slip even in ny despite cold weather  us crude futures rise more than 3barrel early  coming up api oil data wednesday eia gas oil data thursday new york jan 3 reuters  us natural gas futures seesawed on either side of positive early tuesday after sinking below the key 3 per million british thermal unit area despite cold weather in the northeast this week frontmonth february natural gas futures on the new york mercantile exchange ngc1 were at 296 per mmbtu early down 29 cents after sliding friday to 2957 a contract low and the lowest mark for a front month since midseptember 2009 according to reuters data in the cash market gas bound for the nymex delivery point henry hub ngwhh in louisiana was heard early near 297 on light volume near 312 million cubic feet down 1 cent from fridays 298 average early hub cash deals were also done at about an 8cent discount to the front month contract gas on the transco pipeline at the new york city gate ngnycz6 was heard early just under 11 on volume near 124 mmcf down 85 cents from fridays 1185 average temperatures in key gas consuming cities new york and chicago were seen climbing from highs in the 20s fahrenheit early this week to the 40s fahrenheit in both cities late in the week according to the weather channels weathercom the national weather service six to 10day outlook issued on monday however called for abovenormal readings for most of the nation with belownormal readings in florida and nearnormal readings in other parts of the south and along the west coast more fundamentals  about 5200 megawatts or 5 percent of the countrys nuclear power plant capacity was offline tuesday up about 800 mw from last years outages and about 400 mw over the fiveyear average on outages idnl3e8c36b9  baker hughes drilling rig data last week showed the gasdirected rig count rose for the first time in nine weeks but the count at 809 still remains above the 800 level some analysts say is needed to cut output and tighten supplies idnl1e7nmgbs graphic  last weeks us energy information administration storage report showed total domestic gas inventories showed total domestic gas inventories fell to 3548 trillion cubic feet idnprwpi54  the draw sharply widened the inventory surplus relative to last year to more than 9 percent and increased the excess to the fiveyear average to nearly 14 percent graphic  early withdrawal estimates for this weeks eia report range from 72 bcf to 98 bcf versus a yearago adjusted decline of 135 bcf and a fiveyear average drop for that week of 106 bcf prices as of 952 am edt in mmbtu last net pct low high current day ago chng chng vol vol ngc1 2961 0028 09 2958 3074 41371 87068 ngc2 2988 0028 09 29820 3094 16773 40175 clc1 10248 365 37 9965 10259 91739 153915 clc2 10266 366 37 9975 10276 30433 50489 techs last ma30 ma90 boll up boll dn rsi30 imp vol ngc1 2961 3290 3580 3490 2900 3224 4175 clc1 10248 9854 9179 10373 9341 6127 3251 reporting by eileen houlihan eileenmoustakisthomsonreuterscom1 646 2236074reuters messaging reuters messaging eileenmoustakisreuterscomreutersnet keywords markets nymexnatgas",-1
"sao paulo jan 3 reuters  brazilian stocks gained 2 percent on tuesday extending mondays rally as data showed chinas manufacturing sector expanded and german unemployment fell more than expected easing investor concerns over a global economic slowdown reporting by asher levine editing by james dalgleish asherlevinethomsonreuterscom551156447756reuters messaging asherlevine1thomsonreuterscomreutersnet keywords markets brazilbovespa",-1
"jan 3 reuters  bids for hard red winter wheat in the us plains were steady on tuesday in a quiet market  merchants said they were sitting on the sidelines until the futures markets open tuesday after volatile pricing in thin volume seen friday  mill demand was light but ongoing as users await applications against january contracts  farmer selling has been light but was expected to pick up with the onset of a new tax year  wheat prices rose on nine of the last 10 trading days of 2011  protein premiums for railcar wheat to and through kansas city were up 10 cents a bushel for 1180 percent protein and up 3 cents for 1240pro wheat and up 1 cent for 1260pro supplies but unchanged otherwise  moisture in key growing areas of the us plains is seen as largely ample and is raising prospects of a bumper crop next year kansas hutchinson  0  h  0  h 717 salina 15  h  15  h 702 wichita 20  h  20  h 737 goodland  50  h  50  h 667 kansas city  25  h  25  h 692 newton 20  h  20  h 737 texas gulf track 110  h 110  h 827 galveston 85  h 85  h 802 oklahoma enid 10  h 10  h 727 catoosa 35  h 35  h 752 note hmarch kansas city board of trade wheat futures na unquoted bids 0option price   no 1 12 pct hard winter wheat ordinary protein rail bids for january delivery links  us weekly wheat crop progress uswhe  us forward basis click on wheatbasis  us midwest cash grain pm grapm  us cif gulf grain grac  us fob gulf grain graf reporting by carey gillam editing by alden bentley careygillamthomsonreuterscom 1 913 663 2658 reuters messaging careygillamreuterscomreutersnet  for help click contact us in your desk top click here help or call 18007388377 for reuters products and 18884633383 for thomson products for client training trainingamericasthomsonreuterscom  1 6462235546 keywords markets wheat hrw",-1
"london jan 3 reuters  the bank of england said it received offers totalling 245 times the 17 billion pounds worth of gilts with a maturity of three to 10 years it offered to buy on tuesday in the first reverse auction of 2012 the boe said investors offered it some 416 billion pounds of gilts boemarkets1 last time the boe purchased bonds of the same maturities on dec 12 it received offers totalling 232 times the amount it proposed the boe said at the start of october it would buy 75 billion pounds of assets with newly created money over the following four months in repose to a darkened economic outlook it bought 200 billion pounds of assets mostly gilts in a first round of quantitative easing between march 2009 and february 2010 reporting by olesya dmitracova olesyadmitracovathomsonreuterscom44 20 7542 8051reuters messaging olesyadmitracovathomsonreuterscomreutersnet keywords britain boereverse",-1
"2011 central state budget gap czk 1428 bln just above target  overall fiscal gap falls in line with predictions  eu funds lower tax receipts hurt budget lower debt costs help  finmin says must stick to 2012 budget targets adds details quotes budget data prague jan 3 reuters  the czech republic must stick to plans for budget consolidation in the face of a crisis of market confidence in europe finance minister miroslav kalousek said on tuesday after data showed the 2011 fiscal deficit fell the central european state like others in the region that have close trading and banking ties to the crisishit euro zone faces a challenge in meeting budget targets this year due to a revenue squeeze the central state budget closed 2011 with a 1428 billion crown 727 billion deficit just above a target of 135 billion due to delayed european union subsidies this was down from 1564 billion in 2010 kalousek said the overall fiscal gap which also accounts for regional governments health insurance and a range of state funds was seen at 37 percent of gross domestic product down from an original target of 46 percent and 48 percent in 2010 the czechs trimmed the overall deficit thanks to lower debt costs as government bond yields fell last year thanks to austerity and reforms that improved the countrys credit rating savings measures by the centreright government also helped but the delay in eu funds and lower tax receipts by 202 billion crowns weighed on the budget this year the cabinet plans a central state budget gap of 105 billion crowns although that is under pressure kalousek told a news conference that a realistic scenario for the czech economy in 2012 is stagnation or a drop of 2 percent and the budget could face a revenue shortfall of 3050 billion crowns he said the deficit target must not be allowed to rise what we are going through is not so much a crisis of the real economy but of confidence on financial markets he said the best way to lose confidence is to break your word the 2012 budget was drawn up with expectations of 25 percent growth the finance ministry will revise its macroeconomic outlook this month prime minister petr necas said in an interview with daily hospodarske noviny on monday that the 2012 deficit could be allowed to rise  on top of spending cuts and tax hikes  if the economy falls the czech economy contracted 01 percent on a quarteronquarter basis in the third quarter and recent data points to more pressure ahead as the euro zone crisis saps foreign demand 1  196453 czech crowns reporting by jan lopatka and robert mueller writing by jason hovet editing by patrick graham jasonhovetthomsonreuterscom420 224 190 476reuters messaging jasonhovetthomsonreuterscomreutersnet keywords czech budget",-1
